Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,7/20/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,Reasons for the Emission of carbon Footprints,Solutions to take to combat the climate change
Brunei Darussalam,BRN,CO2 emissions (kt),EN.ATM.CO2E.KT,333.697,304.361,370.367,355.699,341.031,333.697,491.378,440.04,429.039,487.711,8210.413,7517.35,9460.86,9981.574,8184.744,7080.977,6024.881,6395.248,9541.534,7440.343,6882.959,1470.467,2093.857,2706.246,1917.841,2596.236,2299.209,3318.635,5716.853,6347.577,3260,3380,3590,3930,4270,4600,4830,5230,4520,4430,4720,4710,4619.99988555908,5519.99998092651,5099.99990463257,4989.99977111816,7519.99998092651,7139.9998664856,7909.99984741211,7869.99988555908,7170.00007629395,7329.99992370605,7300.00019073486,7210.00003814697,7079.99992370605,6400.00009536743,6969.99979019165,7289.99996185303,7539.99996185303,6989.99977111816,17.95,"CO2 emissions are dominated by the burning of fossil fuels for energy production, and industrial production of materials such as cement.","Industrial Emissions. Reduce overall emissions in the industrial sector through zero routine flaring and to As Low As Reasonably Practicable (ALARP). ...
Forest Cover. ...
Electric Vehicles. ...
Renewable Energy. ...
Power Management. ...
Carbon Pricing. ...
Waste Management. ...
Climate Resilience & Adaptation"
Bhutan,BTN,CO2 emissions (kt),EN.ATM.CO2E.KT,,,,,,,,,,,3.667,3.667,3.667,3.667,3.667,3.667,3.667,7.334,11.001,22.002,22.002,25.669,33.003,29.336,51.338,62.339,55.005,102.676,110.01,62.339,80,130,120,130,140,160,200,190,200,200,210,230,239.999994635582,259.999990463257,289.99999165535,319.999992847443,319.999992847443,319.999992847443,300.000011920929,319.999992847443,400.000005960464,589.999973773956,639.999985694885,670.000016689301,699.999988079071,769.999980926514,930.000007152557,970.000028610229,1049.99995231628,1049.99995231628,1.46,Bhutan absorbs roughly seven million tonnes of carbon dioxide annually and only produces around two million tonnes. Bhutan also exports most of the renewable hydro-electric power that it generates from its rivers,"increasing its reliance on renewable energy sources – like wind, biogas and solar power"
Botswana,BWA,CO2 emissions (kt),EN.ATM.CO2E.KT,,,,,,,,,,,,,22.002,51.338,88.008,187.017,594.054,781.071,832.409,942.419,986.423,1008.425,1100.1,1030.427,1045.095,1158.772,1067.097,1239.446,1301.785,1430.13,2810,2730,3300,3250,3080,3190,2920,3070,3680,3860,4030,3870,4030.00020980835,3920.00007629395,3970.00002861023,4280.00020980835,4090.00015258789,4320.00017166138,4389.9998664856,4190.00005722046,3369.99988555908,3880.00011444092,3410.00008583069,5420.00007629395,6989.99977111816,6949.99980926514,6630.00011444092,7329.99992370605,7309.99994277954,7250,7.05," CO2 emissions are dominated by the burning of fossil fuels for energy production, and industrial production of materials","reducing the effects of climate change, government is rolling out the Biogas Technology Programme"
Central African Republic,CAF,CO2 emissions (kt),EN.ATM.CO2E.KT,88.008,88.008,73.34,73.34,73.34,88.008,84.341,91.675,183.35,187.017,209.019,183.35,168.682,161.348,113.677,102.676,128.345,128.345,146.68,102.676,106.343,135.679,143.013,146.68,150.347,161.348,161.348,260.357,231.021,249.356,150,140,150,160,160,160,170,170,230,240,240,250,250,230.000004172325,230.000004172325,219.999998807907,230.000004172325,239.999994635582,170.000001788139,170.000001788139,170.000001788139,189.999997615814,200.000002980232,119.999997317791,129.999995231628,189.999997615814,209.999993443489,219.999998807907,230.000004172325,239.999994635582,0.35,"the burning of fossil fuels for energy production, and industrial production of materials such as cement", Reducing emissions from deforestation and degradation (REDD)
Canada,CAN,CO2 emissions (kt),EN.ATM.CO2E.KT,192895.201,194182.318,207185.5,211109.19,237801.283,252153.921,259319.239,281896.958,303539.592,307400.943,341485.708,352607.719,381136.979,381621.023,389970.782,397143.434,399317.965,408151.768,415896.472,442067.851,443233.957,430003.421,414811.04,408687.15,425595.687,422079.034,405053.153,431349.21,456053.789,463274.112,419490,413300,426370,422050,436760,448050,461700,476820,484790,494280,514220,506620,524349.975585938,544539.978027344,536419.982910156,549030.029296875,540530.029296875,571630.004882813,550469.970703125,521320.007324219,537010.009765625,549289.978027344,546210.021972656,555659.973144531,561679.992675781,558700.012207031,556830.017089844,568080.017089844,580090.026855469,580210.021972656,14.43,increased emissions from oil and gas extraction as well as transport,"phasing out pollution from coal-fired electricity by 2030.
setting new standards for natural-gas electricity.
increasing investment in renewable energy.
increasing investment in transmission lines and smart grids.
supporting rural and remote communities to reduce reliance on diesel."
Central Europe and the Baltics,CEB,CO2 emissions (kt),EN.ATM.CO2E.KT,477930.983561213,503661.023370562,539156.571814832,583019.435263968,626292.435775424,645746.989331124,666310.266741907,693187.262263411,740157.829523101,795495.711787657,827812.554401097,852925.422803429,890638.418957866,927881.709439706,957970.180955245,1022139.6222034,1082704.34549906,1126889.44888637,1184919.94622756,1197410.84010232,1229574.75528747,1154563.85171252,1184067.92198424,1195116.928678,1193598.57778287,1215199.57702846,1237084.58435515,1271351.25167925,1227739.62614802,1192664.62813154,989030,913110,848800,826270,804150,809670,833180,807300,759210,717330,709020,721100,706180.001735688,735870.008468627,735040.006637573,733620.003700257,751329.997062683,758250.005722046,740869.979858399,683720.006465912,707019.995689392,707139.991283417,680990.003108979,654539.981842041,633330.014705658,643899.988651276,655579.986095429,679379.986763001,673560.00995636,641570.003986359,,,
Switzerland,CHE,CO2 emissions (kt),EN.ATM.CO2E.KT,19523.108,20388.52,24154.529,29104.979,28166.227,30370.094,31528.866,32562.96,36028.275,38096.463,40296.663,41943.146,42973.573,46262.872,41481.104,39097.554,40483.68,41085.068,42218.171,39911.628,40538.685,38859.199,36629.663,40069.309,39174.561,39827.287,42295.178,40252.659,40711.034,39467.921,43330,45670,45700,43450,42590,43440,44010,42750,44250,44530,43710,45150,43569.9996948242,44840.0001525879,45279.9987792969,45849.9984741211,45479.9995422363,43540.0009155273,44959.9990844727,43669.9981689453,45209.9990844727,41189.998626709,42520.0004577637,43529.9987792969,39790.0009155273,39090.0001525879,39669.9981689453,38700.0007629395,37479.9995422363,37380.0010681152,35.3,carbon dioxide (CO2) emissions from the use of fossil energy,"This provides, among other measures, for a levy on fuel oil and natural gas used for heating, the obligation to offset emissions generated by transport, and the possibility of achieving part of the reduction of greenhouse gases abroad"
Channel Islands,CHI,CO2 emissions (kt),EN.ATM.CO2E.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,CO2 emissions (kt),EN.ATM.CO2E.KT,13490.893,14473.649,16725.187,17355.911,17524.593,17766.615,18793.375,19259.084,21224.596,22555.717,24664.242,27095.463,28191.896,27652.847,25955.026,23014.092,24103.191,23109.434,22948.086,24862.26,25265.63,24554.232,20615.874,20839.561,22200.018,21503.288,22247.689,22673.061,26926.781,32386.944,30520,29300,30320,32320,35640,38970,44900,51290,52010,54430,50420,48430,49119.9989318848,50200.0007629395,54970.0012207031,55970.0012207031,57150.0015258789,64569.9996948242,67989.9978637695,65449.9969482422,69750,76470.0012207031,78410.0036621094,83000,76559.9975585938,82230.0033569336,86489.9978637695,87069.9996948242,86610.0006103516,91370.002746582,84.56,"carbon emissions come from diesel (for powering industry and transport), residential heating and wood burning","The land use, land-use change and forestry (LULUCF) sector is the only one in Chile that removes carbon dioxide from the atmosphere"
China,CHN,CO2 emissions (kt),EN.ATM.CO2E.KT,780726.302,552066.85,440359.029,436695.696,436923.05,475972.933,522789.522,433234.048,468928.626,577237.138,771617.474,876633.02,931575.681,968542.708,988014.478,1145607.47,1196193.735,1310310.775,1462168.579,1494859.884,1467192.369,1451501.276,1580260.647,1667029.201,1814908.31,1966553.428,2068969.071,2209708.531,2369501.723,2408540.605,2173360,2302180,2418180,2645410,2767670,3088620,3070510,3134110,3236280,3153660,3346530,3529080,3810060.05859375,4415910.15625,5124819.82421875,5824629.8828125,6437470.21484375,6993180.17578125,7199600.09765625,7719069.82421875,8474919.921875,9282549.8046875,9541870.1171875,9984570.3125,10006669.921875,9861099.609375,9874660.15625,10096009.765625,10502929.6875,10707219.7265625,11680.42,CO2 emissions is energy-related fossil fuel combustion,"upgrading its power grid with more efficient “ultra-supercritical” plants, which produce more energy with less coal."
Cote d'Ivoire,CIV,CO2 emissions (kt),EN.ATM.CO2E.KT,462.042,553.717,586.72,623.39,762.736,1173.44,1294.451,1488.802,1763.827,2086.523,2442.222,2706.246,3014.274,3208.625,3560.657,3989.696,3964.027,4055.702,4818.438,5423.493,6222.899,4466.406,6109.222,4840.44,5405.158,7326.666,5966.209,7682.365,9160.166,8522.108,2710,2790,2770,2960,3090,3370,4050,4970,4990,6830,6490,6490,6840.00015258789,5309.99994277954,5469.99979019165,5880.00011444092,5699.99980926514,5659.99984741211,6469.99979019165,6030.00020980835,6349.99990463257,6119.99988555908,8039.99996185303,8689.9995803833,9199.99980926514,9810.0004196167,9590.00015258789,10560.0004196167,10189.9995803833,10829.9999237061,,,
Cameroon,CMR,CO2 emissions (kt),EN.ATM.CO2E.KT,271.358,282.359,289.693,300.694,337.364,311.695,344.698,458.375,506.046,572.052,638.058,810.407,861.745,898.415,975.422,1162.439,1092.766,1565.809,2002.182,1829.833,3905.355,5342.819,6343.91,6589.599,6057.884,6475.922,1994.848,1844.501,2200.2,7634.694,2900,6970,6850,5770,4620,4680,4760,4860,5040,4790,5210,5160,5130.00011444092,5210.00003814697,5119.99988555908,5019.99998092651,5090.00015258789,6130.00011444092,6389.9998664856,7030.00020980835,7010.00022888184,6809.99994277954,6880.00011444092,7550.00019073486,8250,8460.00003814697,9079.99992370605,9170.00007629395,9590.00015258789,9430.00030517578,9.31,"economic activity, population and emission factors contributed to increasing CO2 emissions",Cameroon is committed to combatting climate change and restoring degraded forest landscapes
"Congo, Dem. Rep.",COD,CO2 emissions (kt),EN.ATM.CO2E.KT,2321.211,2357.881,2174.531,2295.542,1976.513,2471.558,2405.552,2291.875,3369.973,3652.332,2713.58,2962.936,3021.608,3193.957,3369.973,3237.961,3413.977,3487.317,3538.655,3755.008,3501.985,3777.01,3072.946,4026.366,3964.027,3641.331,3377.307,3854.017,4019.032,4393.066,3180,1740,1480,1900,2210,2110,2270,2270,2280,2090,1630,1570,1649.99997615814,2000,1940.00005722046,2210.00003814697,2279.99997138977,2470.00002861023,2549.99995231628,2500,2650.00009536743,3019.99998092651,2829.99992370605,3960.00003814697,5139.9998664856,3230.00001907349,2420.00007629395,2849.99990463257,3119.99988555908,3210.00003814697,3.23,CO2 emissions by fuel,"he mitigation measures implemented by the country mainly focus on the forestry, energy (including transport), agriculture and waste sectors"
"Congo, Rep.",COG,CO2 emissions (kt),EN.ATM.CO2E.KT,223.687,267.691,238.355,234.688,267.691,245.689,308.028,322.696,451.041,502.379,572.052,685.729,663.727,1221.111,1624.481,1100.1,1235.779,480.377,322.696,348.365,407.037,473.043,1345.789,1144.104,1140.437,1279.783,1067.097,1323.787,1499.803,1507.137,3200,3190,3130,2690,2060,2640,3170,3270,3880,3960,4350,4240,2759.99999046326,3230.00001907349,3519.99998092651,4309.99994277954,4780.00020980835,4150.00009536743,4360.0001335144,4840.00015258789,5420.00007629395,5380.00011444092,5260.00022888184,5329.99992370605,5190.00005722046,5659.99984741211,5500,5409.99984741211,6489.99977111816,7260.00022888184,6.18,CO2 emissions by fuel,"he mitigation measures implemented by the country mainly focus on the forestry, energy (including transport), agriculture and waste sectors"
Colombia,COL,CO2 emissions (kt),EN.ATM.CO2E.KT,16409.825,18217.656,19442.434,21257.599,21708.64,22885.747,23501.803,24715.58,26604.085,28048.883,28404.582,30326.09,31481.195,33699.73,36479.316,35896.263,38089.129,39354.244,41682.789,44433.039,44356.032,44458.708,45914.507,49449.495,48980.119,48378.731,49101.13,50487.256,52445.434,53233.839,48730,50440,52510,55880,56780,59310,58650,64190,64440,55400,58340,58940,56770.0004577637,56110.0006103516,56110.0006103516,57639.9993896484,57689.998626709,59180.0003051758,59779.9987792969,62009.9983215332,63560.001373291,69099.9984741211,69699.9969482422,76860.0006103516,79199.9969482422,80230.0033569336,82680.0003051758,74989.9978637695,78589.9963378906,81040.0009155273,90.25, deforestation is the main driver of emissions,The Ministry of Environment and Sustainable Development of Colombia has launched the Carbon Neutral Colombia strategy
Comoros,COM,CO2 emissions (kt),EN.ATM.CO2E.KT,11.001,11.001,11.001,11.001,11.001,14.668,18.335,18.335,18.335,18.335,29.336,29.336,29.336,29.336,29.336,33.003,40.337,40.337,29.336,22.002,47.671,47.671,47.671,47.671,47.671,47.671,44.004,47.671,51.338,51.338,70,70,70,70,70,80,80,80,90,100,100,110,109.999999403954,140.000000596046,150.000005960464,150.000005960464,170.000001788139,109.999999403954,109.999999403954,140.000000596046,170.000001788139,150.000005960464,159.999996423721,189.999997615814,170.000001788139,189.999997615814,219.999998807907,280.000001192093,300.000011920929,319.999992847443,0.25,"Anthropogenic activities that modify land-use can either lead to emissions or sequestering of
carbon dioxide, depending of the use that is made of disturbed soil. When cleared-land is used
For agriculture, it becomes a sink of carbon","Better train its experts on vulnerability, impact assessments and adaptation of the
agriculture sector to climate change,
b) Acquire an assessment methodology suited to mixed cropping and associated cultures
production in order to properly assess risks associated to climate change on local crops,
soil and forests,
c) Develop short-term and long-term adequate policies, and a coherent legal framework
as required for the implementation of the adaptation measures identified,
d) Integrate climate change concern into the country’s relevant sector legislation, and
e) Raise public awareness about climate change impacts and adaptation"
Cabo Verde,CPV,CO2 emissions (kt),EN.ATM.CO2E.KT,22.002,22.002,18.335,14.668,29.336,25.669,22.002,18.335,29.336,36.67,36.67,36.67,51.338,62.339,66.006,77.007,73.34,80.674,209.019,249.356,121.011,33.003,36.67,36.67,84.341,84.341,58.672,80.674,73.34,80.674,100,100,110,110,110,120,140,150,160,190,220,240,280.000001192093,310.000002384186,330.000013113022,439.999997615814,500,460.00000834465,479.999989271164,509.999990463257,540.000021457672,569.999992847443,529.999971389771,509.999990463257,500,500,550.000011920929,589.999973773956,610.000014305115,649.999976158142,0.8,"burning of fossil fuels, industrial production, and land use change.","Reduces GHG emissions (carbon footprint)
by reducing consumption of energy,
synthetic fertilizers and other agricultural
inputs. High-quality feed reduces methane
emissions from ruminants"
Costa Rica,CRI,CO2 emissions (kt),EN.ATM.CO2E.KT,491.378,491.378,550.05,601.388,674.728,847.077,993.757,876.413,1037.761,1147.771,1250.447,1529.139,1763.827,2046.186,1906.84,2038.852,2086.523,2614.571,2922.599,2794.254,2464.224,2251.538,2086.523,2104.858,2002.182,2266.206,2607.237,2757.584,2940.934,2973.937,2870,3060,4150,4180,4850,4810,4530,4490,5020,5030,4950,5420,5519.99998092651,5800.00019073486,5940.00005722046,6269.99998092651,6559.99994277954,7599.99990463257,7519.99998092651,7199.99980926514,7110.0001335144,7429.99982833862,7449.99980926514,7780.00020980835,7829.99992370605,7539.99996185303,8079.99992370605,8260.00022888184,8369.99988555908,8239.99977111816,7.82,The use of these fuels causes the bulk of fossil fuel emissions in, economy-wide plan to decarbonize the country
Caribbean small states,CSS,CO2 emissions (kt),EN.ATM.CO2E.KT,5878.201,8804.467,11771.07,5984.544,10652.635,11917.75,11756.402,14026.275,14026.275,14869.685,20960.572,25060.278,25580.992,30670.788,29482.68,31583.871,34766.827,38606.176,37091.705,37524.411,38837.197,32566.627,31620.541,28639.27,28899.627,31972.573,27894.869,29240.658,27146.801,29904.385,27580,27900,29790,26790,25290,25830,26600,27490,29010,29220,28730,30480,31600.0003889203,34870.0000792742,35510.0000202655,37050.0004887581,40889.999806881,41590.0003314019,39120.0004220009,47910.001039505,38609.9989563227,40740.0004863739,42070.00041008,40519.9991613627,40100.0007539987,39310.00007689,37259.9995881319,36389.9997919798,37890.0002092123,37880.0007849931,,,
